fighter1,fighter2,odds1,odds2,winner,score,time,date,class
Lu Zhenhong,Evloev M.,,,canc.,canc.,10:30,31 Aug 2019,featherweight-ufc-men
Benitez G.,Yusuff S.,3.22,1.36,Yusuff S.,TKO,02:30,18 Aug 2019,featherweight-ufc-men
Garagorri L. E.,Bandenay H.,1.72,2.17,Garagorri L. E.,PTS,01:30,11 Aug 2019,featherweight-ufc-men
Holloway M.,Edgar F.,1.28,3.84,Holloway M.,PTS,04:00,28 Jul 2019,featherweight-ufc-men
Dawodu H.,Horie Y.,1.25,4.05,Dawodu H.,TKO,01:00,28 Jul 2019,featherweight-ufc-men
Caceres A.,Peterson S.,1.87,1.96,Caceres A.,PTS,00:30,21 Jul 2019,featherweight-ufc-men
Emmett J.,Bektic M.,2.33,1.61,Emmett J.,TKO,01:00,14 Jul 2019,featherweight-ufc-men
Fili A.,Moraes S.,1.69,2.18,Fili A.,KO,23:00,13 Jul 2019,featherweight-ufc-men
Melendez G.,Allen A.,3.7,1.29,Allen A.,PTS,01:30,07 Jul 2019,featherweight-ufc-men
Griffin J.,Murdock V.,1.25,4.0,canc.,canc.,22:15,29 Jun 2019,featherweight-ufc-men
Carneiro R.,Jung C. S.,1.48,2.69,Jung C. S.,TKO,01:00,23 Jun 2019,featherweight-ufc-men
Ige D.,Aguilar K.,2.17,1.69,Ige D.,PTS,22:30,22 Jun 2019,featherweight-ufc-men
Lamas R.,Kattar C.,2.36,1.61,Kattar C.,TKO,00:00,09 Jun 2019,featherweight-ufc-men
Amirkhani M.,Fishgold C.,1.82,2.0,Amirkhani M.,SUBM,18:00,01 Jun 2019,featherweight-ufc-men
Trizano M.,Dawson G.,2.4,1.6,Dawson G.,SUBM,23:00,18 May 2019,featherweight-ufc-men
Aldo J.,Volkanovski A.,1.68,2.23,Volkanovski A.,PTS,03:00,12 May 2019,featherweight-ufc-men
Swanson C.,Burgos S.,2.37,1.59,Burgos S.,PTS,01:30,05 May 2019,featherweight-ufc-men
Nelson K.,Sayles M.,2.67,1.48,Sayles M.,SUBM,22:00,04 May 2019,featherweight-ufc-men
Jung C. S.,Edgar F.,1.55,2.52,Jung C. S.,TKO,12:30,21 Dec 2019,featherweight-ufc-men
Mokhtarian S.,Choi S. W.,3.32,1.33,Choi S. W.,PTS,09:00,21 Dec 2019,featherweight-ufc-men
Holloway M.,Volkanovski A.,1.53,2.54,Volkanovski A.,PTS,04:30,15 Dec 2019,featherweight-ufc-men
Hooper C.,Teymur D.,1.66,2.25,Hooper C.,TKO,00:30,15 Dec 2019,featherweight-ufc-men
Fishgold C.,Quarantillo B.,,,canc.,canc.,02:00,08 Dec 2019,featherweight-ufc-men
Kilburn J.,Quarantillo B.,3.52,1.31,Quarantillo B.,SUBM,00:30,08 Dec 2019,featherweight-ufc-men
Ramos R.,Garagorri L. E.,1.27,3.76,Ramos R.,SUBM,00:00,17 Nov 2019,featherweight-ufc-men
Magomedsharipov Z.,Kattar C.,1.31,3.48,Magomedsharipov Z.,PTS,21:30,09 Nov 2019,featherweight-ufc-men
Burgos S.,Amirkhani M.,1.42,2.87,Burgos S.,TKO,00:30,03 Nov 2019,featherweight-ufc-men
Barzola E.,Evloev M.,2.59,1.51,Evloev M.,PTS,11:00,26 Oct 2019,featherweight-ufc-men
Rodriguez Y.,Stephens J.,1.77,2.07,Rodriguez Y.,PTS,03:30,19 Oct 2019,featherweight-ufc-men
Magomedsharipov Z.,Kattar C.,,,canc.,canc.,01:00,19 Oct 2019,featherweight-ufc-men
Swanson C.,Gracie K.,2.62,1.51,Swanson C.,PTS,02:30,13 Oct 2019,featherweight-ufc-men
Davis B.,Chikadze G.,1.63,2.31,Chikadze G.,PTS,16:00,28 Sep 2019,featherweight-ufc-men
Rodriguez Y.,Stephens J.,1.77,2.05,Draw,Draw,02:00,22 Sep 2019,featherweight-ufc-men
Reyes M. P.,Nelson K.,1.93,1.87,Nelson K.,TKO,23:00,21 Sep 2019,featherweight-ufc-men
Skelly C.,Griffin J.,2.29,1.64,Skelly C.,PTS,21:30,14 Sep 2019,featherweight-ufc-men
Tukhugov Z.,Murphy L.,1.31,3.51,Draw,Draw,17:00,07 Sep 2019,featherweight-ufc-men
Lu Zhenhong,Evloev M.,,,canc.,canc.,10:30,31 Aug 2019,featherweight-ufc-men
Benitez G.,Yusuff S.,3.22,1.36,Yusuff S.,TKO,02:30,18 Aug 2019,featherweight-ufc-men
Garagorri L. E.,Bandenay H.,1.72,2.17,Garagorri L. E.,PTS,01:30,11 Aug 2019,featherweight-ufc-men
Holloway M.,Edgar F.,1.28,3.84,Holloway M.,PTS,04:00,28 Jul 2019,featherweight-ufc-men
Dawodu H.,Horie Y.,1.25,4.05,Dawodu H.,TKO,01:00,28 Jul 2019,featherweight-ufc-men
Caceres A.,Peterson S.,1.87,1.96,Caceres A.,PTS,00:30,21 Jul 2019,featherweight-ufc-men
Emmett J.,Bektic M.,2.33,1.61,Emmett J.,TKO,01:00,14 Jul 2019,featherweight-ufc-men
Fili A.,Moraes S.,1.69,2.18,Fili A.,KO,23:00,13 Jul 2019,featherweight-ufc-men
Melendez G.,Allen A.,3.7,1.29,Allen A.,PTS,01:30,07 Jul 2019,featherweight-ufc-men
Griffin J.,Murdock V.,1.25,4.0,canc.,canc.,22:15,29 Jun 2019,featherweight-ufc-men
Carneiro R.,Jung C. S.,1.48,2.69,Jung C. S.,TKO,01:00,23 Jun 2019,featherweight-ufc-men
Ige D.,Aguilar K.,2.17,1.69,Ige D.,PTS,22:30,22 Jun 2019,featherweight-ufc-men
Lamas R.,Kattar C.,2.36,1.61,Kattar C.,TKO,00:00,09 Jun 2019,featherweight-ufc-men
Amirkhani M.,Fishgold C.,1.82,2.0,Amirkhani M.,SUBM,18:00,01 Jun 2019,featherweight-ufc-men
Trizano M.,Dawson G.,2.4,1.6,Dawson G.,SUBM,23:00,18 May 2019,featherweight-ufc-men
